,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0016539589056957
28,0.0013817209818844
29,0.0011038290386417
30,0.0008202763655119
31,0.0005309902001031
32,0.0002366834296481
33,-6.28336017515605e-05
34,-0.0003673421858717
35,-0.0006790504836791
36,-0.0010062449342638
37,-0.0013575725518678
38,-0.0017247476342354
39,-0.0020723452911022
40,-0.0023985484363322
41,-0.0027532749655266
42,-0.0031552549446847
43,-0.0035760031473352
44,-0.0039594806896769
45,-0.0042444066378248
46,-0.0044359612004084
47,-0.0045598546331091
48,-0.0046970650308944
49,-0.0050524533952274
50,-0.0056287565394048
51,-0.006285124630267
52,-0.0069878277597077
53,-0.0074394414269323
54,-0.0069231968610856
55,-0.0056260578836012
56,-0.0045232194924264
57,-0.0040053196808454
58,-0.0038786433827012
59,-0.0038354293639014
60,-0.0046816533510173
61,-0.0081877453921537
62,-0.0140114577741287
63,-0.0196030831254408
64,-0.0207417685076999
65,-0.0177192608498858
66,-0.0152944574267639
67,-0.0171026752349975
68,-0.0213233939642741
69,-0.0250684334901738
70,-0.0279452453132072
71,-0.0299049088956958
72,-0.0303447595288471
73,-0.0265875096051621
74,-0.0158078072862391
75,-0.0023448161071988
76,0.0057244502689445
77,0.0086726310775676
78,0.007449561057252
79,-0.000499693029547
80,-0.012386652508921
81,-0.0180263365648783
82,-0.0130560744097431
83,-0.0118204597846338
84,-0.0287706445195314
85,-0.0486359880422311
86,-0.041828191282197
87,-0.012920225839728
88,0.0152079978105494
89,0.0237055399416848
90,-0.0064150390522205
91,-0.0605843622698708
92,-0.0831980715992463
93,-0.0558985300154735
94,-0.0169402558920432
95,0.0033559738844854
96,0.0101443747960548
97,0.0208959379374954
98,0.0372704103114704
99,0.0479216666140356
100,0.0361012252502605
101,0.0177320896622141
102,0.0290524178692856
103,0.053845196366354
104,0.0441951268934011
105,0.0032376751297354
106,-0.0377563394069536
107,-0.0607806365196156
108,-0.0404670477152872
109,0.0069430848096335
110,0.0099408150966831
111,-0.0453576014989316
112,-0.108344438479595
113,-0.125606927821812
114,-0.0814822080820202
115,-0.0163854591004305
116,0.0189780239155377
117,-0.0106962005663098
118,-0.076770757676235
119,-0.13941511141988
120,-0.169642293239019
121,-0.145132024926053
122,-0.0961993821117673
123,-0.0824643951116304
124,-0.116488194861107
125,-0.140316549299481
126,-0.0939768397174767
127,-0.0422687129609162
128,-0.0672956995189524
129,-0.115006223618699
130,-0.0458270833991221
131,0.149391322196608
132,0.32121411879875
133,0.242813759855159
134,-0.0684048720539784
135,-0.343670724518689
136,-0.318222439763792
137,-0.0823745013210387
138,0.130062512499868
139,0.168394543215335
140,0.0411572378185493
141,-0.0541850348943695
142,0.0185871069778213
143,0.16342104293639
144,0.238459595162156
145,0.170197287396975
146,0.0311248039494321
147,-0.0717630209155693
148,-0.180869280323365
149,-0.354142061662509
150,-0.319632424921843
151,0.0088652698392648
152,0.395034920685045
153,0.637827364975106
154,0.736449221587141
155,0.734907527289186
156,0.550638545910043
157,0.233299123167125
158,-0.0790144709003063
159,-0.26897137924864
160,-0.355695203208387
161,-0.439353533120704
162,-0.460131340722729
163,-0.321490431679667
164,-0.142027189187482
165,-0.151025383943327
166,-0.333181098093704
167,-0.41592562183556
168,-0.15163524594478
169,0.312791575878149
170,0.741937321712403
171,0.935159103588383
172,0.711400406311513
173,0.273972379238113
174,-0.0558349122640814
175,-0.166382459132009
176,-0.103756407827286
177,-0.0573957247818444
178,-0.202472868706645
179,-0.377341817454553
180,-0.201148803696803
181,0.293267044557426
182,0.646889243271124
183,0.410425548152125
184,-0.241913506173619
185,-0.888228413385122
186,-1.44532162819339
187,-1.70014263007758
188,-1.10107051504721
189,0.046097093714803
190,0.886466984558057
191,1.04307862548815
192,0.956213750381575
193,1.36839875369733
194,2.09485294891633
195,2.29807580972832
196,1.60235418574541
197,0.75060183577015
198,0.471916742981653
199,0.413746039515374
200,-0.0140518652435238
201,-0.648798828433385
202,-1.08784289112746
203,-1.36946716350354
204,-1.6312880917043
205,-1.44842949021589
206,-0.621935163840381
207,0.372113714592478
208,1.03062086188566
209,1.12090004315744
210,0.650817886127515
211,0.127884009115694
212,-0.0637835654361533
213,-0.148241465879307
214,-0.575924200797886
215,-1.32704261007779
216,-1.6633364385638
217,-1.23322320291365
218,-0.627207476763403
219,-0.31891466931927
220,-0.0829333507015716
221,0.43147756339407
222,1.09051615246155
223,1.51923269228745
224,1.64734450163682
225,1.6432971758192
226,1.61138172229766
227,1.11518734013326
228,-0.354061667771918
229,-2.10498047388975
230,-2.66543641645877
231,-1.98909353585752
232,-1.3384674898159
233,-1.40259970947674
234,-1.7273476068673
235,-1.48492252713129
236,-0.203462331975453
237,1.52995231629141
238,2.77842864811949
239,2.60401206303092
240,1.44547557394133
241,0.311852375238155
242,-0.520531625982884
243,-1.08265452468921
244,-1.48395411627246
245,-1.76107883074915
246,-1.56625193419017
247,-0.922211081988611
248,-0.378846143724803
249,-0.111159369375059
250,0.161025410258839
251,0.651956953084704
252,1.25232997547394
253,1.73035152261555
254,1.88435121735561
255,1.68114940895359
256,1.27832851759455
257,0.898523041862717
258,0.607773339228008
259,0.283633856485721
260,-0.175972489763266
261,-0.690893516910348
262,-0.988614856685719
263,-0.800839464847738
264,-0.318295070578204
265,0.179100219997684
266,0.391776007620972
267,-0.0374366059304639
268,-0.761691061146725
269,-1.21840362206714
270,-1.496369775055
271,-1.92581393880064
272,-2.29421532404922
273,-1.90686413827223
274,-0.892144687950653
275,0.120832254397322
276,0.975372759234113
277,1.68683092809549
278,1.76935637519605
279,1.41364038273281
280,1.40586414879843
281,1.45992147451079
282,0.931353354175219
283,0.0734237797496869
284,-0.609329507057821
285,-0.956649666845612
286,-0.996939505899938
287,-0.802079057062557
288,-0.567769681371775
289,-0.402154582583341
290,-0.199190140103788
291,0.173283439121693
292,0.635649098430543
293,1.07283607540973
294,1.47090820096631
295,1.52776681298092
296,0.809226350248945
297,-0.301125777623393
298,-1.05777610235682
299,-1.22387672235029
300,-1.1049586320144
301,-0.953629303902064
302,-0.661933427016558
303,-0.190084709634635
304,0.298934484900159
305,0.63114546162672
306,0.784718450332102
307,0.910507652551026
308,1.12479816001937
309,1.23040849570005
310,0.646877532868075
311,-0.490022868180335
312,-1.3705210997779
313,-1.7470158208861
314,-1.84669766634035
315,-1.74372243450069
316,-1.53265755097315
317,-1.33489779054957
318,-0.989250902622078
319,0.117647419500847
320,1.53090230629151
321,2.46573588699066
322,2.93684540162735
323,3.07528078651804
324,2.65314838791171
325,1.6125974989737
